term,estimate,std.error,statistic,p.value,area,week,resp,pred,model
twi_luke,1.0174999304802645,0.41727323009536693,2.4384500540514353,0.018761171433387975,HYY,41,moist_mean,twi_luke,lm
(Intercept),31.659710986790998,1.7840930694151333,17.745549001639123,6.07689888509033e-22,HYY,41,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.054856196831195,0.9373187234188797,-4.326016429119292,8.334713709638145e-5,HYY,41,moist_mean,dtw_0_5ha,lm
(Intercept),15.441188390085086,3.4692832590855267,4.450829533635501,5.580439809954676e-5,HYY,41,moist_mean,swi,lm
swi,1.021342560668299,0.2801618696729068,3.6455444913354267,6.889999077666146e-4,HYY,41,moist_mean,swi,lm
(Intercept),19.379581484122482,3.901381751246726,4.96736354444923,1.0254318862501724e-5,HYY,42,moist_mean,twi_luke,lm
twi_luke,1.1062118127936238,0.40777797517418396,2.712779699102437,0.009419230389866315,HYY,42,moist_mean,twi_luke,lm
(Intercept),33.7531170825677,1.7786254077437529,18.977080241637097,4.204933752607402e-23,HYY,42,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.9557614649907316,0.9344461481335641,-4.23326852263435,1.1201991508697191e-4,HYY,42,moist_mean,dtw_0_5ha,lm
(Intercept),17.30740217040049,3.395752525537975,5.096779591633684,6.660428677192003e-6,HYY,42,moist_mean,swi,lm
swi,1.0519604044078816,0.2742238974029422,3.836136873447394,3.868205012548163e-4,HYY,42,moist_mean,swi,lm
(Intercept),22.023724720295164,4.56998320129542,4.8192134960260375,1.6752654825093476e-5,HYY,43,moist_mean,twi_luke,lm
twi_luke,1.3100293289263725,0.47766115064458103,2.7425913268402717,0.00871843671664882,HYY,43,moist_mean,twi_luke,lm
(Intercept),39.05380417058323,2.0775135995576153,18.79833863850486,6.143666844255788e-23,HYY,43,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-4.691628228217246,1.091474670467204,-4.298430696709619,9.102885925469441e-5,HYY,43,moist_mean,dtw_0_5ha,lm
(Intercept),19.19597138115132,3.9352687765784764,4.877931463131542,1.3796759388564663e-5,HYY,43,moist_mean,swi,lm
swi,1.2790977067617806,0.31779251671777625,4.024945961511472,2.158286545470472e-4,HYY,43,moist_mean,swi,lm
(Intercept),19.30411378275216,5.167912560467671,3.735379334863443,5.588461687617265e-4,HYY,44,moist_mean,twi_luke,lm
twi_luke,1.8544112268325077,0.5377476059330514,3.4484788149170833,0.0012948814935919374,HYY,44,moist_mean,twi_luke,lm
(Intercept),42.43314677622389,2.390723024731008,17.74908525047491,3.935825803572758e-21,HYY,44,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-5.61176168001994,1.2392683147823895,-4.528286258174319,4.845897884249603e-5,HYY,44,moist_mean,dtw_0_5ha,lm
(Intercept),16.348961078797625,4.280489657383987,3.8194137557592565,4.3469632471436617e-4,HYY,44,moist_mean,swi,lm
swi,1.7025565332312176,0.34105496435821775,4.992029763985443,1.0924653747516173e-5,HYY,44,moist_mean,swi,lm
(Intercept),1.944825651260684,5.137950701146768,0.37852166445010993,0.7077086460639189,HYY,17,moist_mean,twi_luke,lm
twi_luke,4.510194676653535,0.6109837902376508,7.3818565217568715,3.179869583782902e-8,HYY,17,moist_mean,twi_luke,lm
(Intercept),49.280879882925895,2.5321637028215487,19.46196441723456,1.4451352526498809e-18,HYY,17,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-7.496564355337146,1.111674900875875,-6.7434862021537905,1.7824783264810437e-7,HYY,17,moist_mean,dtw_0_5ha,lm
(Intercept),13.090342355212842,3.7704908903172103,3.4717872913655428,0.0015915279965336463,HYY,17,moist_mean,swi,lm
swi,2.434138816724492,0.3313764010887024,7.3455406260898,3.503251128234158e-8,HYY,17,moist_mean,swi,lm
(Intercept),11.344707027247235,4.76649210750251,2.3800956282693813,0.02257344040652343,KAR,10,moist_mean,twi_luke,lm
twi_luke,3.343099161639462,0.6733697811191593,4.964730012212811,1.5729630922910692e-5,KAR,10,moist_mean,twi_luke,lm
(Intercept),41.89322735230883,2.3618893687587237,17.737167500917096,1.1153587986555381e-19,KAR,10,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.7616063892463054,0.5619915778737197,-4.913964012939074,1.8396646991029394e-5,KAR,10,moist_mean,dtw_0_5ha,lm
(Intercept),17.61265093621979,2.9993890893870545,5.872079417285289,9.356705415203077e-7,KAR,10,moist_mean,swi,lm
swi,2.026133006336903,0.33059085346089695,6.128823544649456,4.2025569036885623e-7,KAR,10,moist_mean,swi,lm
(Intercept),12.394411012445092,4.665057542937334,2.656861335228247,0.011024103874239712,KAR,11,moist_mean,twi_luke,lm
twi_luke,3.4351963147875804,0.6630814649846444,5.180655011774658,5.590587074784271e-6,KAR,11,moist_mean,twi_luke,lm
(Intercept),43.929333466674905,2.0988767868465246,20.929924873139843,3.5836474155422e-24,KAR,11,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.983124421936789,0.5112745500090422,-5.834682015531637,6.357877277974209e-7,KAR,11,moist_mean,dtw_0_5ha,lm
(Intercept),18.662796122887517,2.7144696226203515,6.8753011517851546,1.950654220416602e-8,KAR,11,moist_mean,swi,lm
swi,2.0497438887408226,0.2922689926921949,7.013210227536947,1.231346042088052e-8,KAR,11,moist_mean,swi,lm
(Intercept),10.352585774721218,5.006820875363263,2.0676964549825443,0.04486513567010851,KAR,12,moist_mean,twi_luke,lm
twi_luke,3.493164612337581,0.7177561891011567,4.866784383583035,1.6387475768322556e-5,KAR,12,moist_mean,twi_luke,lm
(Intercept),42.510425240223455,2.27874283002044,18.655209653404434,6.120303639069155e-22,KAR,12,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.0667570177600654,0.5488865985616291,-5.587232455295097,1.5551607892422098e-6,KAR,12,moist_mean,dtw_0_5ha,lm
(Intercept),16.45025406930267,2.872095212275072,5.727614460340935,9.78327916211133e-7,KAR,12,moist_mean,swi,lm
swi,2.1032348695660366,0.30970430562614576,6.791106327417096,2.894025085862608e-8,KAR,12,moist_mean,swi,lm
(Intercept),11.50270520928187,4.194360574042883,2.7424216412072986,0.008786682367671233,KAR,15,moist_mean,twi_luke,lm
twi_luke,2.9852550761293877,0.5703150171424075,5.234396756878612,4.429982515104405e-6,KAR,15,moist_mean,twi_luke,lm
(Intercept),39.60388635709154,2.294056626551733,17.26369170608546,3.2558920288133347e-21,KAR,15,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.502022010602496,0.5175165295946923,-4.834670715855251,1.6612961184302187e-5,KAR,15,moist_mean,dtw_0_5ha,lm
(Intercept),15.683207423154952,2.7645659980877566,5.672936523853288,1.0184637357222367e-6,KAR,15,moist_mean,swi,lm
swi,1.9741989053750526,0.2906243958970343,6.792956590177289,2.30081584252988e-8,KAR,15,moist_mean,swi,lm
(Intercept),14.895534403419967,3.976144351961825,3.7462257616654506,5.188540997438866e-4,KAR,16,moist_mean,twi_luke,lm
twi_luke,2.7829437380032016,0.5406437511079396,5.147463061027014,5.915790096241934e-6,KAR,16,moist_mean,twi_luke,lm
(Intercept),41.10663160111204,2.1704718649668293,18.939029924601332,8.879660843308738e-23,KAR,16,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.337070330611751,0.48963702732523745,-4.773066986740304,2.0324330162402938e-5,KAR,16,moist_mean,dtw_0_5ha,lm
(Intercept),18.869672561859623,2.6455102624988824,7.1327156916926135,7.307961549355054e-9,KAR,16,moist_mean,swi,lm
swi,1.830994774939773,0.2781086877325243,6.5837381416173635,4.671154860190307e-8,KAR,16,moist_mean,swi,lm
(Intercept),10.719875933353137,4.267562363415382,2.5119435922604514,0.015749470168215065,KAR,17,moist_mean,twi_luke,lm
twi_luke,3.055000061346047,0.5802684007449506,5.26480514435049,4.002931742829912e-6,KAR,17,moist_mean,twi_luke,lm
(Intercept),39.24514274132051,2.3706579043635503,16.55453647237923,1.6201493789692934e-20,KAR,17,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.4857302268988892,0.5347970217137026,-4.64798816368427,3.054516187073133e-5,KAR,17,moist_mean,dtw_0_5ha,lm
(Intercept),14.391001580579271,2.694320357395348,5.341236256883474,3.1012739969297503e-6,KAR,17,moist_mean,swi,lm
swi,2.0945749047682902,0.2832398382830173,7.395057550750898,3.026101360455893e-9,KAR,17,moist_mean,swi,lm
(Intercept),9.708520865174302,4.267846910192822,2.2748053220905406,0.02784533321201959,KAR,18,moist_mean,twi_luke,lm
twi_luke,3.126541247172515,0.5803070911001046,5.3877357266916075,2.654520910548586e-6,KAR,18,moist_mean,twi_luke,lm
(Intercept),38.654529898333834,2.412725325192378,16.02110671062473,5.601305951138208e-20,KAR,18,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.4644316445433594,0.5442870165919277,-4.527816334797925,4.505406352278054e-5,KAR,18,moist_mean,dtw_0_5ha,lm
(Intercept),13.557373733070806,2.6888742186924386,5.042026004348974,8.391246883232128e-6,KAR,18,moist_mean,swi,lm
swi,2.132401512617788,0.282667314143026,7.54385599581146,1.8387396612804091e-9,KAR,18,moist_mean,swi,lm
(Intercept),9.10700560222446,4.394712055740035,2.0722644593585122,0.04413209760252588,KAR,19,moist_mean,twi_luke,lm
twi_luke,3.1666847775737126,0.5975571811627699,5.299383686447795,3.566690124371381e-6,KAR,19,moist_mean,twi_luke,lm
(Intercept),38.4919238489027,2.4699397953613973,15.584154691216119,1.582089568967733e-19,KAR,19,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.517700583558864,0.5571940362800061,-4.5185346928114765,4.642147743158733e-5,KAR,19,moist_mean,dtw_0_5ha,lm
(Intercept),12.684988943506006,2.7221873833686416,4.659851493326898,2.939098229770987e-5,KAR,19,moist_mean,swi,lm
swi,2.198957473795177,0.2861693532935244,7.684112391796555,1.1513228336694509e-9,KAR,19,moist_mean,swi,lm
(Intercept),14.133266691986158,4.157838851384062,3.3991857782755277,0.0014461372281318091,KAR,20,moist_mean,twi_luke,lm
twi_luke,2.824046414658625,0.5653490905091235,4.995225891520295,9.795108682149586e-6,KAR,20,moist_mean,twi_luke,lm
(Intercept),40.69656293259279,2.2713975364621306,17.91697062240399,7.751804064703917e-22,KAR,20,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.360356782638316,0.5124048625454918,-4.606429320191631,3.495049524522425e-5,KAR,20,moist_mean,dtw_0_5ha,lm
(Intercept),17.35541941363864,2.6422583352470994,6.568403695475745,4.920181183858298e-8,KAR,20,moist_mean,swi,lm
swi,1.9571982984962373,0.2777668295914258,7.0461915894533895,9.782226107782038e-9,KAR,20,moist_mean,swi,lm
(Intercept),11.700659473932463,4.408450229824543,2.6541434889689457,0.011024081567760573,KAR,21,moist_mean,twi_luke,lm
twi_luke,3.0012494790404856,0.5994251862734892,5.006879169857168,9.425249360823703e-6,KAR,21,moist_mean,twi_luke,lm
(Intercept),40.07110247834442,2.3873348058204282,16.784869210908038,9.568196406330695e-21,KAR,21,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.5535976412112724,0.5385591660594282,-4.7415359391162815,2.2528404024856734e-5,KAR,21,moist_mean,dtw_0_5ha,lm
(Intercept),14.98854110033987,2.7734474240667035,5.404299706666941,2.51131445626376e-6,KAR,21,moist_mean,swi,lm
swi,2.09669923368771,0.2915580538605704,7.191361054599435,5.998631720741018e-9,KAR,21,moist_mean,swi,lm
(Intercept),7.6739452936456285,4.651189306722447,1.6498888322077836,0.10608760524492178,KAR,22,moist_mean,twi_luke,lm
twi_luke,3.213766566816955,0.6324308705389033,5.081609258065563,7.360452153280086e-6,KAR,22,moist_mean,twi_luke,lm
(Intercept),37.972338706088095,2.53272641064974,14.99267293396556,6.667355376941864e-19,KAR,22,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.7083867412596674,0.5713580769026045,-4.740261581567434,2.2622262161732767e-5,KAR,22,moist_mean,dtw_0_5ha,lm
(Intercept),11.053974768119046,2.8815911575783444,3.8360663132408686,3.952351668946609e-4,KAR,22,moist_mean,swi,lm
swi,2.2623714143892917,0.30292664019332927,7.468380506070496,2.3669336466829356e-9,KAR,22,moist_mean,swi,lm
(Intercept),6.903770728610114,4.615966227308701,1.4956285181998175,0.14188911203529767,KAR,23,moist_mean,twi_luke,lm
twi_luke,3.1893484397401055,0.6276415228457229,5.081480946766585,7.363582427096218e-6,KAR,23,moist_mean,twi_luke,lm
(Intercept),37.032509478302465,2.50419358329865,14.788197575972292,1.106230658823273e-18,KAR,23,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.707279890827444,0.5649213527087228,-4.792312908418839,1.908479925405934e-5,KAR,23,moist_mean,dtw_0_5ha,lm
(Intercept),10.502495398625463,2.907345183405247,3.612400570311485,7.743418227622456e-4,KAR,23,moist_mean,swi,lm
swi,2.2152903961557056,0.3056340265255917,7.248179861839475,4.955130746093828e-9,KAR,23,moist_mean,swi,lm
(Intercept),7.279827883154531,4.807784598149022,1.5141751329619126,0.13747131865569595,KAR,24,moist_mean,twi_luke,lm
twi_luke,3.0949144213997872,0.6458167557911305,4.792248565320194,2.0838697313896447e-5,KAR,24,moist_mean,twi_luke,lm
(Intercept),36.83441810760956,2.4967422699210395,14.752991749034017,3.2375267252349776e-18,KAR,24,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.8035390966805425,0.5834406911904162,-4.805182667256847,1.9988793531022707e-5,KAR,24,moist_mean,dtw_0_5ha,lm
(Intercept),10.813229343257754,3.0743334882864435,3.517259719694488,0.0010613650214951035,KAR,24,moist_mean,swi,lm
swi,2.1418118929505883,0.31821869524017576,6.730628731080851,3.533838306273042e-8,KAR,24,moist_mean,swi,lm
(Intercept),-0.37010079586661165,5.044024066770607,-0.07337411379632165,0.9418486770813558,KAR,25,moist_mean,twi_luke,lm
twi_luke,3.3702635164549544,0.6784316663743758,4.9677273091718535,1.1250336321038333e-5,KAR,25,moist_mean,twi_luke,lm
(Intercept),31.354592483099008,2.626913954882275,11.935903886316733,3.08310985670422e-15,KAR,25,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.9413118316504554,0.6205494002964708,-4.7398512193311735,2.3617717310866427e-5,KAR,25,moist_mean,dtw_0_5ha,lm
(Intercept),3.692961428704161,3.2491973849962794,1.1365765114046433,0.2620099501303678,KAR,25,moist_mean,swi,lm
swi,2.298345893692859,0.3362260100797921,6.835717121193042,2.226354351940539e-8,KAR,25,moist_mean,swi,lm
(Intercept),-1.9435371648554916,4.810986844257223,-0.40397889825357813,0.6882304408639547,KAR,26,moist_mean,twi_luke,lm
twi_luke,3.052793584599303,0.64708767810149,4.717743341298023,2.5368645960953996e-5,KAR,26,moist_mean,twi_luke,lm
(Intercept),27.073489029821737,2.457191622747137,11.018061749516146,4.1974089084120895e-14,KAR,26,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.7614785410734597,0.5804563126535989,-4.757427011947129,2.231108092900234e-5,KAR,26,moist_mean,dtw_0_5ha,lm
(Intercept),1.7594536692649851,3.1521177056359337,0.5581814619800243,0.579615415455544,KAR,26,moist_mean,swi,lm
swi,2.0791311623605626,0.3261802328051092,6.374178914768362,1.0435441461503689e-7,KAR,26,moist_mean,swi,lm
(Intercept),13.00772730298952,4.269113128665892,3.0469390037116364,0.003941935020348608,KAR,27,moist_mean,twi_luke,lm
twi_luke,2.3170620719127197,0.5742045429366595,4.035255555559607,2.1987268370805135e-4,KAR,27,moist_mean,twi_luke,lm
(Intercept),35.111548135084256,2.1709267752847103,16.173529450563567,6.824245535836463e-20,KAR,27,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.1236559449238457,0.5128326742437407,-4.14103088898448,1.584436809596086e-4,KAR,27,moist_mean,dtw_0_5ha,lm
(Intercept),15.21648948194478,2.8123019015207182,5.410688473281139,2.611973095740711e-6,KAR,27,moist_mean,swi,lm
swi,1.6502071750906415,0.2910161912152364,5.670499528564524,1.100195065867398e-6,KAR,27,moist_mean,swi,lm
(Intercept),14.680617378952393,4.282803065188189,3.4278058447936868,0.0013520652393420388,KAR,28,moist_mean,twi_luke,lm
twi_luke,2.350076827117645,0.5760458677052241,4.079669621586858,1.9168097424170915e-4,KAR,28,moist_mean,twi_luke,lm
(Intercept),37.005320025319016,2.1908253357615797,16.891040751295282,1.3528921170503484e-20,KAR,28,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.1213337965951484,0.5175332620752282,-4.0989322852195595,1.8057696685642774e-4,KAR,28,moist_mean,dtw_0_5ha,lm
(Intercept),17.43683910949083,2.8903493857286704,6.0327790112803,3.276279587697734e-7,KAR,28,moist_mean,swi,lm
swi,1.611856111578149,0.2990925224141905,5.389155497996743,2.8053939897727867e-6,KAR,28,moist_mean,swi,lm
(Intercept),8.753481692563966,4.535914226726742,1.9298164063566856,0.06024367024800961,KAR,29,moist_mean,twi_luke,lm
twi_luke,2.57570925994908,0.6100898422833423,4.221852391951234,1.2311379845735907e-4,KAR,29,moist_mean,twi_luke,lm
(Intercept),32.89915257388788,2.3651682793085556,13.909857011741158,1.6105278810666702e-17,KAR,29,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.213321451414808,0.558717865348176,-3.9614295312277745,2.758712392153559e-4,KAR,29,moist_mean,dtw_0_5ha,lm
(Intercept),12.192790681883343,3.100340694982635,3.932726071562156,3.011869065601893e-4,KAR,29,moist_mean,swi,lm
swi,1.7164403649385669,0.3208223626473264,5.350126938705378,3.1928874253501147e-6,KAR,29,moist_mean,swi,lm
(Intercept),4.172936361739092,4.635378568904367,0.9002363668271911,0.37300877362703755,KAR,30,moist_mean,twi_luke,lm
twi_luke,2.549976027935439,0.6234680019659944,4.08998700798525,1.8565340961018576e-4,KAR,30,moist_mean,twi_luke,lm
(Intercept),27.99640163371451,2.424943672446175,11.545176059892965,9.245972145517796e-15,KAR,30,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.163162511677593,0.5728384589424561,-3.776217322543442,4.8402826914712414e-4,KAR,30,moist_mean,dtw_0_5ha,lm
(Intercept),7.43132313387682,3.165046615906233,2.347934812880803,0.023547855841406957,KAR,30,moist_mean,swi,lm
swi,1.7168637171969814,0.32751811271814113,5.2420420444792235,4.565414046512173e-6,KAR,30,moist_mean,swi,lm
(Intercept),4.530961462946784,4.673346438422849,0.9695325443229676,0.33770165343613645,KAR,31,moist_mean,twi_luke,lm
twi_luke,2.509107836714848,0.6285747589213789,3.9917413181216888,2.5137929176121353e-4,KAR,31,moist_mean,twi_luke,lm
(Intercept),27.76825970221007,2.467556591892376,11.253342595443582,2.1270620837158424e-14,KAR,31,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.057713324899028,0.5829048037338701,-3.530101848051493,0.0010044657601570237,KAR,31,moist_mean,dtw_0_5ha,lm
(Intercept),7.350263668505753,3.150280705034567,2.333209119034712,0.02438302446132314,KAR,31,moist_mean,swi,lm
swi,1.7357304408009284,0.325990140511682,5.3244875384159895,3.4758837176074426e-6,KAR,31,moist_mean,swi,lm
(Intercept),1.8374259436401423,4.837337156776105,0.3798424389472812,0.7060229171387523,KAR,32,moist_mean,twi_luke,lm
twi_luke,2.5989837736705734,0.6587631088018795,3.9452479031460275,3.0508217859341136e-4,KAR,32,moist_mean,twi_luke,lm
(Intercept),25.99821614674072,2.6018002732304093,9.992395040554436,1.5004837021889107e-12,KAR,32,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.164065540936913,0.6010426308509166,-3.6005192142081026,8.489824091744382e-4,KAR,32,moist_mean,dtw_0_5ha,lm
(Intercept),5.05116521631373,3.2284908650084487,1.5645592406842728,0.12537292537469555,KAR,32,moist_mean,swi,lm
swi,1.7590533899058003,0.33661441148521787,5.225722161283779,5.411244637205095e-6,KAR,32,moist_mean,swi,lm
(Intercept),0.8383785616759871,4.934619167773247,0.1698973179432419,0.8659264559282032,KAR,33,moist_mean,twi_luke,lm
twi_luke,2.3842589977361217,0.672011265363637,3.5479449834013685,9.891616103966103e-4,KAR,33,moist_mean,twi_luke,lm
(Intercept),23.16676202394321,2.623371463035823,8.830911805808135,4.942596311377479e-11,KAR,33,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.039815141448168,0.606025797623796,-3.365888299551281,0.0016667470222474984,KAR,33,moist_mean,dtw_0_5ha,lm
(Intercept),3.3848696080049203,3.3042137027450544,1.0244100147617143,0.3116480595614363,KAR,33,moist_mean,swi,lm
swi,1.662624304111018,0.34450955492110663,4.826061513712624,1.959206254237551e-5,KAR,33,moist_mean,swi,lm
(Intercept),5.038930013596752,4.590981491407039,1.0975714066868143,0.27879604000482566,KAR,34,moist_mean,twi_luke,lm
twi_luke,2.201805378061132,0.6252136540647528,3.5216847292863074,0.0010672488855678981,KAR,34,moist_mean,twi_luke,lm
(Intercept),25.340198345581555,2.4763681859572366,10.232807257530785,7.435224859982449e-13,KAR,34,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.7776348023596078,0.5720665282255659,-3.1073917361910155,0.0034220009101977164,KAR,34,moist_mean,dtw_0_5ha,lm
(Intercept),7.542432952917959,3.099132970772538,2.4337235685107808,0.01938898780384833,KAR,34,moist_mean,swi,lm
swi,1.5169053406821134,0.3231270784680702,4.694454416738108,2.9797982122148567e-5,KAR,34,moist_mean,swi,lm
(Intercept),10.6227168818619,4.378838342353485,2.425921226439369,0.01975590491464036,KAR,35,moist_mean,twi_luke,lm
twi_luke,1.9302899231550334,0.5963233625981397,3.2369852402644326,0.0023938480228922897,KAR,35,moist_mean,twi_luke,lm
(Intercept),28.349427819645616,2.3596034331229734,12.014488291417972,5.160409184543539e-15,KAR,35,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.534737896446644,0.5450926690265177,-2.8155540950266973,0.007451381566699177,KAR,35,moist_mean,dtw_0_5ha,lm
(Intercept),12.62414818986253,2.9732822052432284,4.2458627598821606,1.2170932949103086e-4,KAR,35,moist_mean,swi,lm
swi,1.3533844484284216,0.31000541167546436,4.365680073498976,8.38944514761989e-5,KAR,35,moist_mean,swi,lm
(Intercept),13.172987229716131,4.174595586517948,3.155512182367775,0.0029992069544541003,KAR,36,moist_mean,twi_luke,lm
twi_luke,1.8958628397881163,0.5685089704183413,3.3347984613031394,0.0018198832558568067,KAR,36,moist_mean,twi_luke,lm
(Intercept),30.3135705780786,2.27948459221782,13.298431883053471,1.8440530729690961e-16,KAR,36,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.4174318739227687,0.5265843925020595,-2.691746838883428,0.01024270655989209,KAR,36,moist_mean,dtw_0_5ha,lm
(Intercept),15.392327631099159,2.8521531179377604,5.396739583963336,3.1056623202973906e-6,KAR,36,moist_mean,swi,lm
swi,1.298376052184473,0.29737604453709243,4.366108420755873,8.37824817757944e-5,KAR,36,moist_mean,swi,lm
(Intercept),18.7615374403758,3.975308203756804,4.719517702462793,2.7516410424778682e-5,KAR,37,moist_mean,twi_luke,lm
twi_luke,1.6053164343206752,0.5413694158332694,2.9652883730969384,0.005022377148143282,KAR,37,moist_mean,twi_luke,lm
(Intercept),33.12064031741235,2.166508058552149,15.287568484534729,1.5537974234461398e-18,KAR,37,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.1486926552095253,0.5004856509047567,-2.2951560212225215,0.026913765352122376,KAR,37,moist_mean,dtw_0_5ha,lm
(Intercept),20.189128311177367,2.708125430918632,7.455019653328594,3.783105393937367e-9,KAR,37,moist_mean,swi,lm
swi,1.1543716017937973,0.2823591846075865,4.0883090217097235,1.9755676328569563e-4,KAR,37,moist_mean,swi,lm
(Intercept),15.435716360277992,4.213977364063628,3.662980369071798,7.071882528844937e-4,KAR,38,moist_mean,twi_luke,lm
twi_luke,1.6022315051390283,0.5738720992153066,2.791966201754478,0.007921570409920439,KAR,38,moist_mean,twi_luke,lm
(Intercept),29.95047526668578,2.272934191561704,13.177009425911795,2.5052124493636436e-16,KAR,38,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.207530643903839,0.5250711825589337,-2.299746556302976,0.026627547970614264,KAR,38,moist_mean,dtw_0_5ha,lm
(Intercept),17.025928741323415,2.914266337844864,5.842269294409893,7.252040142941029e-7,KAR,38,moist_mean,swi,lm
swi,1.132023906795397,0.3038521988267305,3.725574181021232,5.881129804296883e-4,KAR,38,moist_mean,swi,lm
(Intercept),5.558214894475649,4.614741095288136,1.204447829186093,0.23532358557528588,KAR,39,moist_mean,twi_luke,lm
twi_luke,2.3560144406019257,0.6298286672577419,3.7407227760209025,5.62344187799723e-4,KAR,39,moist_mean,twi_luke,lm
(Intercept),25.87187884231013,2.686245369101701,9.631241858952693,4.368661456950752e-12,KAR,39,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.3875581667835695,0.6009277156416736,-2.309026744259795,0.02605724411729637,KAR,39,moist_mean,dtw_0_5ha,lm
(Intercept),10.996677103620753,3.494232546617385,3.147093662746104,0.003069420768029218,KAR,39,moist_mean,swi,lm
swi,1.2795743135101907,0.36522882597208967,3.5034866432146683,0.001124793778182913,KAR,39,moist_mean,swi,lm
(Intercept),5.742205812147499,4.658502690828505,1.232629064152426,0.2247357306589967,KAR,40,moist_mean,twi_luke,lm
twi_luke,2.2754323661288214,0.6358013332919005,3.5788417654735487,9.042998907616744e-4,KAR,40,moist_mean,twi_luke,lm
(Intercept),25.428556905511954,2.6883118281742764,9.458931303658083,7.316532581448507e-12,KAR,40,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.3616140987966487,0.6013899937880535,-2.264111662749945,0.028922684470272846,KAR,40,moist_mean,dtw_0_5ha,lm
(Intercept),10.915122059739163,3.515086254679692,3.105221684164274,0.0034423343104389645,KAR,40,moist_mean,swi,lm
swi,1.245480099379335,0.3674085250079006,3.3899052814644204,0.001556944195794715,KAR,40,moist_mean,swi,lm
(Intercept),1.34408118346664,5.2284110583447605,0.2570725921255619,0.798586389749168,KAR,13,moist_mean,twi_luke,lm
twi_luke,4.81411576033182,0.7682882135692735,6.266028393129514,3.069713104426144e-7,KAR,13,moist_mean,twi_luke,lm
(Intercept),41.898833744088954,2.5771783213029846,16.257638595572814,3.6654315990002115e-18,KAR,13,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.238272029263943,0.6205155973848026,-5.218679502838962,7.689844115253626e-6,KAR,13,moist_mean,dtw_0_5ha,lm
(Intercept),14.159849633578268,3.091189498538597,4.5807122598833026,5.369035504729183e-5,KAR,13,moist_mean,swi,lm
swi,2.26576683806604,0.32963062294241535,6.873653964067097,4.811041624740601e-8,KAR,13,moist_mean,swi,lm
(Intercept),11.710237745921718,4.439537964306689,2.637715419953724,0.011654283312805741,KAR,14,moist_mean,twi_luke,lm
twi_luke,2.9796329835320083,0.5998092138592633,4.9676345655989484,1.1824383321498065e-5,KAR,14,moist_mean,twi_luke,lm
(Intercept),40.04730922569829,2.3770629868628164,16.84739085460737,2.701107897105892e-20,KAR,14,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.606249305696818,0.5365378652928207,-4.857530985766369,1.6884440074379745e-5,KAR,14,moist_mean,dtw_0_5ha,lm
(Intercept),15.144422636612479,2.8788610306951714,5.2605605047060875,4.5512962202482325e-6,KAR,14,moist_mean,swi,lm
swi,2.0444874448117396,0.29847580133300766,6.849759463517504,2.384718274187058e-8,KAR,14,moist_mean,swi,lm
(Intercept),13.243783988476514,4.169842157893959,3.1760876040366677,0.002873534734178009,KAR,41,moist_mean,twi_luke,lm
twi_luke,2.2714306827136492,0.5679042857906378,3.999671669234469,2.6617549615943223e-4,KAR,41,moist_mean,twi_luke,lm
(Intercept),32.36451418702913,2.5137608353200984,12.874937715746487,8.250580280436558e-16,KAR,41,moist_mean,dtw_0_5ha,lm
