term,estimate,std.error,statistic,p.value,area,week,resp,pred,model
(Intercept),16.388823050446977,2.6695383265575447,6.1391975111969606,5.0718667463812564e-9,KIL,24,moist_mean,twi_luke,lm
twi_luke,2.521508810039097,0.35811753687834497,7.041009027423505,3.7771231339374824e-11,KIL,24,moist_mean,twi_luke,lm
(Intercept),37.583620950775725,1.1579896280406845,32.455921919065126,1.31199923251464e-77,KIL,24,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.0365876557830478,0.19082681285093234,-5.4320859856984365,1.767384917474053e-7,KIL,24,moist_mean,dtw_0_5ha,lm
(Intercept),17.793383937842897,1.8422744006838891,9.658378757929675,4.4482771113953405e-18,KIL,24,moist_mean,swi,lm
swi,2.0052031376556654,0.2027605850706238,9.889511499275022,9.960507080386692e-19,KIL,24,moist_mean,swi,lm
(Intercept),14.778861446649868,2.436841787669775,6.0647603473601475,5.564928367191258e-9,KIL,25,moist_mean,twi_luke,lm
twi_luke,2.368324175252172,0.31908670448305354,7.422196355968671,2.3755871770468463e-12,KIL,25,moist_mean,twi_luke,lm
(Intercept),35.03176354678433,1.0556061523081903,33.18639576908851,1.9650759486572357e-88,KIL,25,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.0049105073358362,0.17852545593057334,-5.628947995666429,5.393496133802575e-8,KIL,25,moist_mean,dtw_0_5ha,lm
(Intercept),15.61350023694579,1.7433901687054383,8.955826708911442,1.3287783363149569e-16,KIL,25,moist_mean,swi,lm
swi,1.9403288765250837,0.18784345151859175,10.329499702219005,1.0456399117433203e-20,KIL,25,moist_mean,swi,lm
(Intercept),11.546052736832864,2.3698445049619066,4.872071864908478,2.035805147980637e-6,KIL,26,moist_mean,twi_luke,lm
twi_luke,2.4092589427151947,0.30767407162066246,7.830555659189957,1.6821397998384598e-13,KIL,26,moist_mean,twi_luke,lm
(Intercept),32.22449971176415,1.021959839874826,31.532060707699774,3.259650781770579e-86,KIL,26,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-1.0098052229948278,0.1750967543992852,-5.767127017626491,2.5368618128627867e-8,KIL,26,moist_mean,dtw_0_5ha,lm
(Intercept),12.231474879411845,1.6844416997154734,7.261441509954259,5.635364835356479e-12,KIL,26,moist_mean,swi,lm
swi,1.999944658373259,0.18074885166899704,11.064771033985494,3.6546936441009836e-23,KIL,26,moist_mean,swi,lm
(Intercept),18.727125629774825,2.2361410050658743,8.374751675922665,4.951191616322688e-15,KIL,27,moist_mean,twi_luke,lm
twi_luke,1.751271946589621,0.29062886002168037,6.025801933293821,6.418762640148868e-9,KIL,27,moist_mean,twi_luke,lm
(Intercept),33.61003834647857,0.9490000203542822,35.416267255643696,2.0371572828046445e-96,KIL,27,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.6894935439296095,0.16297575631101144,-4.230650984762597,3.3363589109267294e-5,KIL,27,moist_mean,dtw_0_5ha,lm
(Intercept),18.88852051970497,1.6315280503953913,11.577196306939035,7.653102051627915e-25,KIL,27,moist_mean,swi,lm
swi,1.4979468525325839,0.17557133785258494,8.531841648266676,1.7622031304549003e-15,KIL,27,moist_mean,swi,lm
(Intercept),15.978800913080958,2.289830070038192,6.978160136055183,2.998347215084215e-11,KIL,28,moist_mean,twi_luke,lm
twi_luke,1.8225787910780442,0.2976067704992331,6.124117364738315,3.779197700930348e-9,KIL,28,moist_mean,twi_luke,lm
(Intercept),31.47517400358159,0.9726189628716726,32.36125883321321,9.584896830240803e-89,KIL,28,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.7198893245548592,0.16703193643480213,-4.309890311520485,2.3992918553896286e-5,KIL,28,moist_mean,dtw_0_5ha,lm
(Intercept),16.074622807127948,1.6640462629248265,9.65996148380769,8.125219723271056e-19,KIL,28,moist_mean,swi,lm
swi,1.5675825157346897,0.17907067461053036,8.753987882963541,4.0226004341083807e-16,KIL,28,moist_mean,swi,lm
(Intercept),18.265355815290746,2.292581672850354,7.9671559934357905,6.891784186268761e-14,KIL,29,moist_mean,twi_luke,lm
twi_luke,1.6485954509483698,0.29739857136208264,5.543387257705437,7.916733768800086e-8,KIL,29,moist_mean,twi_luke,lm
(Intercept),32.248603342115494,0.9636823843490528,33.463933621551824,1.4433822848532463e-91,KIL,29,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.6454889944792218,0.16821058370322406,-3.8373863300900597,1.5969519965925967e-4,KIL,29,moist_mean,dtw_0_5ha,lm
(Intercept),17.616865962454803,1.652782343919092,10.658914664275475,6.542658146846741e-22,KIL,29,moist_mean,swi,lm
swi,1.5015919261211006,0.17696108774878216,8.48543566963599,2.393501214099979e-15,KIL,29,moist_mean,swi,lm
(Intercept),20.552687942380505,2.4023496673202764,8.555244151991493,1.483926651538753e-15,KIL,30,moist_mean,twi_luke,lm
twi_luke,1.6775099561324751,0.3107996346316768,5.397400026291739,1.638526542193571e-7,KIL,30,moist_mean,twi_luke,lm
(Intercept),34.79415060124717,1.009591951660347,34.463577630572104,2.7754095036622e-94,KIL,30,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.652891419873839,0.176581221790151,-3.697400059048944,2.7067582938222084e-4,KIL,30,moist_mean,dtw_0_5ha,lm
(Intercept),19.885982118066984,1.7466070492022878,11.385492877261276,3.0433133859411283e-24,KIL,30,moist_mean,swi,lm
swi,1.5313870304958161,0.1869699082238492,8.19055346950466,1.6174683313365886e-14,KIL,30,moist_mean,swi,lm
(Intercept),12.457514430878648,2.358490115252546,5.281987128254173,2.9105403200661826e-7,KIL,31,moist_mean,twi_luke,lm
twi_luke,2.2437208933180934,0.3053442600486897,7.3481679104113935,3.29859029242008e-12,KIL,31,moist_mean,twi_luke,lm
(Intercept),31.20761433443997,1.0303240144030126,30.289126428371368,4.223845853143674e-83,KIL,31,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.7790605170121966,0.17947970376866873,-4.340660813750435,2.1116567193050972e-5,KIL,31,moist_mean,dtw_0_5ha,lm
(Intercept),13.479709844184704,1.7039501741886427,7.910859160305693,9.991663404201489e-14,KIL,31,moist_mean,swi,lm
swi,1.8267260872182196,0.1831412987964948,9.974408280505118,9.13390051273764e-20,KIL,31,moist_mean,swi,lm
(Intercept),12.942807193184821,2.285594624142758,5.662774604240763,4.274797898998775e-8,KIL,32,moist_mean,twi_luke,lm
twi_luke,2.122421319985199,0.2952727378223716,7.188002982049742,8.436651730057788e-12,KIL,32,moist_mean,twi_luke,lm
(Intercept),30.691826836892147,0.9964240467282871,30.801973253924732,5.305799667210718e-85,KIL,32,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.7223781505482667,0.17181428784996086,-4.204412564216389,3.706925474714558e-5,KIL,32,moist_mean,dtw_0_5ha,lm
(Intercept),13.658135595597306,1.6516445489610434,8.269415840223534,9.547492692389243e-15,KIL,32,moist_mean,swi,lm
swi,1.7604354597769836,0.17744109575004496,9.92123866422042,1.224173337403319e-19,KIL,32,moist_mean,swi,lm
(Intercept),14.73564178559278,2.176315991855007,6.7709109526106515,9.987033461911064e-11,KIL,33,moist_mean,twi_luke,lm
twi_luke,2.006844291916929,0.2807582347503723,7.147944542753141,1.0831006801377303e-11,KIL,33,moist_mean,twi_luke,lm
(Intercept),31.30302511265192,0.9616579829681219,32.551099940995954,1.9894313135103824e-89,KIL,33,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.6284058685789772,0.1739804988026083,-3.611932790766066,3.70974025808882e-4,KIL,33,moist_mean,dtw_0_5ha,lm
(Intercept),15.817324756083124,1.5906707376637546,9.943808219741504,1.0723985700259189e-19,KIL,33,moist_mean,swi,lm
swi,1.6159836511887948,0.17062245645570448,9.471107641732509,2.9567666340647204e-18,KIL,33,moist_mean,swi,lm
(Intercept),17.017347601437024,2.1499762819527732,7.915132712990007,9.346168630463527e-14,KIL,34,moist_mean,twi_luke,lm
twi_luke,1.8294960609480557,0.2775461351076172,6.591682713357464,2.7755654803273254e-10,KIL,34,moist_mean,twi_luke,lm
(Intercept),31.793155547550928,0.9451223365955768,33.639196024160206,2.0532299675748765e-92,KIL,34,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.470220658487199,0.17134225983809853,-2.7443355709882136,0.006525470015226132,KIL,34,moist_mean,dtw_0_5ha,lm
(Intercept),17.452643950875306,1.575227677856373,11.079442163323018,2.807805979381086e-23,KIL,34,moist_mean,swi,lm
swi,1.5429598965546107,0.16975152051646408,9.089520328655672,4.00367106546633e-17,KIL,34,moist_mean,swi,lm
(Intercept),14.580623939441077,2.2457048825968515,6.492671433559236,4.897392664440737e-10,KIL,35,moist_mean,twi_luke,lm
twi_luke,2.098503614179883,0.28941163435201916,7.250930388055569,5.828705410593566e-12,KIL,35,moist_mean,twi_luke,lm
(Intercept),31.68944425788252,0.993066037989047,31.910711922092776,9.235999196895031e-88,KIL,35,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.5889774088441806,0.1820550279462718,-3.2351614535908344,0.0013890728638395024,KIL,35,moist_mean,dtw_0_5ha,lm
(Intercept),15.013458571236951,1.6097314114285077,9.326685473518658,8.034823936640452e-18,KIL,35,moist_mean,swi,lm
swi,1.7820252784841397,0.1735063592969391,10.270662618390709,1.0429586213319012e-20,KIL,35,moist_mean,swi,lm
(Intercept),16.711957246348287,2.2303342818125897,7.4930280104767535,1.3303097540284928e-12,KIL,36,moist_mean,twi_luke,lm
twi_luke,1.8741501768016235,0.28743077269543243,6.520353263592662,4.188981425657602e-10,KIL,36,moist_mean,twi_luke,lm
(Intercept),32.03757047343739,0.9714091927255886,32.980509875087854,1.55855547440225e-90,KIL,36,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.5411045699942136,0.17808476069430632,-3.0384664464527296,0.002644292765409443,KIL,36,moist_mean,dtw_0_5ha,lm
(Intercept),16.85682596072961,1.616012629901775,10.431122658833555,3.2885287986031772e-21,KIL,36,moist_mean,swi,lm
swi,1.6204430977141087,0.17418338612359346,9.303086441116193,9.454551768837532e-18,KIL,36,moist_mean,swi,lm
(Intercept),15.999841726929589,2.2370694563026956,7.152143480325032,1.0561922197184093e-11,KIL,37,moist_mean,twi_luke,lm
twi_luke,1.935499087171461,0.2882987575637619,6.713518655186693,1.3912249518009855e-10,KIL,37,moist_mean,twi_luke,lm
(Intercept),31.89632097851484,0.9761576219686685,32.675379734461174,9.498910520677404e-90,KIL,37,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.5815650912755841,0.17895527220661256,-3.2497790319591084,0.00132252210594035,KIL,37,moist_mean,dtw_0_5ha,lm
(Intercept),16.37680191355508,1.6233376294675348,10.088352303474156,3.839857954810825e-20,KIL,37,moist_mean,swi,lm
swi,1.6462679543094885,0.17497291784142135,9.408701498602817,4.55803422788447e-18,KIL,37,moist_mean,swi,lm
(Intercept),18.40868878943973,2.2114811775835674,8.324144458491148,6.784762398146364e-15,KIL,38,moist_mean,twi_luke,lm
twi_luke,1.7583941842971955,0.2850011089627603,6.169780148213234,2.9326769479473816e-9,KIL,38,moist_mean,twi_luke,lm
(Intercept),32.79040512889575,0.9571195509360583,34.2594664342891,8.973220313546844e-94,KIL,38,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.5085653330299105,0.17546509489584322,-2.898384623630112,0.004102614339604551,KIL,38,moist_mean,dtw_0_5ha,lm
(Intercept),18.32416686443635,1.6063804386084166,11.407115291014314,2.5923526911060286e-24,KIL,38,moist_mean,swi,lm
swi,1.546749481229755,0.17314517165408816,8.933252174769695,1.1814153630633867e-16,KIL,38,moist_mean,swi,lm
(Intercept),18.108477358974426,2.489503889660945,7.2739301328991655,7.852236758832335e-12,KIL,39,moist_mean,twi_luke,lm
twi_luke,1.9188465178088538,0.3209842434719998,5.978008443820201,1.029185867380357e-8,KIL,39,moist_mean,twi_luke,lm
(Intercept),33.71266262989799,1.0696763374200744,31.516694770689906,2.6707534947242687e-79,KIL,39,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.5436827915761011,0.19654079544811515,-2.766259240665524,0.006204436323422087,KIL,39,moist_mean,dtw_0_5ha,lm
(Intercept),17.51891992141621,1.7753208264315763,9.868030420523779,5.9779872677832e-19,KIL,39,moist_mean,swi,lm
swi,1.7346446015767827,0.19019924411001357,9.120144560477028,8.340204094398021e-17,KIL,39,moist_mean,swi,lm
(Intercept),16.606138414236,2.2829663358499594,7.2739304795983575,5.122302723278033e-12,KIL,40,moist_mean,twi_luke,lm
twi_luke,1.8074765940350015,0.2943469551036676,6.140632891542625,3.455461927008057e-9,KIL,40,moist_mean,twi_luke,lm
(Intercept),31.475888019344154,0.9886466415663737,31.837348852442332,2.2080040398795934e-87,KIL,40,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.5521819928638313,0.18086567804113565,-3.052994901211961,0.002525344525704545,KIL,40,moist_mean,dtw_0_5ha,lm
(Intercept),16.478032581602655,1.6572284159251738,9.943126984341223,1.1080267077495953e-19,KIL,40,moist_mean,swi,lm
swi,1.5959638114608483,0.17879285114227655,8.926328996179166,1.2626839497098518e-16,KIL,40,moist_mean,swi,lm
(Intercept),18.674326942624628,2.25053021806616,8.297745479139195,8.314757603279934e-15,KIL,41,moist_mean,twi_luke,lm
twi_luke,1.6649468378464112,0.28988354913215747,5.7435023230220095,2.8548211202771455e-8,KIL,41,moist_mean,twi_luke,lm
(Intercept),32.35073161355354,0.9696845997327623,33.36211756118346,4.1485524193930967e-91,KIL,41,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-0.49702733734136667,0.17704803718691012,-2.8073021606935606,0.00541530639618299,KIL,41,moist_mean,dtw_0_5ha,lm
(Intercept),18.494670321445955,1.6459170749217804,11.236696309457075,9.931997546473212e-24,KIL,41,moist_mean,swi,lm
swi,1.4774506204878461,0.17738072689803402,8.329262408182302,6.771584874005173e-15,KIL,41,moist_mean,swi,lm
(Intercept),10.365076697945767,4.895861891960981,2.1171096993085636,0.03981153816812032,VAR,23,moist_mean,twi_luke,lm
twi_luke,3.4204812804756286,0.5772475222102516,5.9255018841463,4.0274136377341915e-7,VAR,23,moist_mean,twi_luke,lm
(Intercept),43.692464997387894,2.46888431748578,17.697250814036796,6.767233426635723e-22,VAR,23,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.584977313802415,0.6911485814307631,-3.740118092192553,5.18185686167957e-4,VAR,23,moist_mean,dtw_0_5ha,lm
(Intercept),12.951104853980244,2.8495820401536807,4.544913840515986,4.114622151541603e-5,VAR,23,moist_mean,swi,lm
swi,2.553864018996423,0.2646249196132641,9.650882550021237,1.5641558477177191e-12,VAR,23,moist_mean,swi,lm
(Intercept),10.040875886817895,5.840791108661401,1.719095187624177,0.09232067167364248,VAR,24,moist_mean,twi_luke,lm
twi_luke,3.021174761722108,0.6932937917116289,4.35771212412464,7.30519194969139e-5,VAR,24,moist_mean,twi_luke,lm
(Intercept),40.40781448047884,2.623959175272566,15.399559132348713,8.956435228645199e-20,VAR,24,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.820524510772566,0.7423094014532554,-3.7996615767639303,4.2388373436326514e-4,VAR,24,moist_mean,dtw_0_5ha,lm
(Intercept),7.43697729605062,3.1955897331468814,2.3272628582164705,0.024407070182393218,VAR,24,moist_mean,swi,lm
swi,2.7145764565869603,0.29454297477856406,9.21623222766649,5.108047011193023e-12,VAR,24,moist_mean,swi,lm
(Intercept),2.4411177301027607,6.584616079461419,0.3707304572725262,0.7125778261118177,VAR,25,moist_mean,twi_luke,lm
twi_luke,3.4459239080330852,0.7805138398708764,4.414942736445465,6.265021193434343e-5,VAR,25,moist_mean,twi_luke,lm
(Intercept),37.296918363203915,2.9225925418050775,12.76158678628813,1.4822001072628557e-16,VAR,25,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.4536687969103346,0.850126232012645,-4.062536440892891,1.919128956346313e-4,VAR,25,moist_mean,dtw_0_5ha,lm
(Intercept),-0.43753477740551666,3.478549201794126,-0.12578082183798062,0.9004657086365304,VAR,25,moist_mean,swi,lm
swi,3.0908209664272723,0.3199878986938314,9.659180797285744,1.5234824425205344e-12,VAR,25,moist_mean,swi,lm
(Intercept),-1.825330184063954,6.968976789450109,-0.2619222648046705,0.7945766161733435,VAR,26,moist_mean,twi_luke,lm
twi_luke,3.699808933519427,0.8260744086312205,4.47878410814093,5.0984151094703343e-5,VAR,26,moist_mean,twi_luke,lm
(Intercept),35.59850068748736,3.0952833867253955,11.500885780008728,5.449852486367713e-15,VAR,26,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-3.7081071550413824,0.9003586934985407,-4.118477648760985,1.6101878408791758e-4,VAR,26,moist_mean,dtw_0_5ha,lm
(Intercept),-4.648803335261051,3.684602431204399,-1.261683837553535,0.21356346075142651,VAR,26,moist_mean,swi,lm
swi,3.291237500248701,0.33894250766243933,9.710312002313149,1.2954242169431792e-12,VAR,26,moist_mean,swi,lm
(Intercept),13.699273681695605,5.549571829635576,2.4685280418462834,0.017431393462896887,VAR,27,moist_mean,twi_luke,lm
twi_luke,2.6150195549884057,0.6578238679547129,3.9752579411856086,2.5191456410235364e-4,VAR,27,moist_mean,twi_luke,lm
(Intercept),39.44295586020605,2.536867446655668,15.547897826590578,1.0284436564883623e-19,VAR,27,moist_mean,dtw_0_5ha,lm
dtw_0_5ha,-2.2943051875451306,0.737926184608994,-3.1091255946701737,0.00325013008029715,VAR,27,moist_mean,dtw_0_5ha,lm
(Intercept),11.531408072580307,3.236954051630463,3.562425628739433,8.827234343787062e-4,VAR,27,moist_mean,swi,lm
swi,2.3438386550613863,0.29776382769445653,7.871468718042079,5.306332757816358e-10,VAR,27,moist_mean,swi,lm
